part_number,name_he,name_en,description,manufacturer,category,barcode,price,cost,currency,vat_included,stock_qty,min_stock,location,weight_kg,dimensions,warranty_months,side,part_type,image_url,notes,is_active,cross_refs,fitments
GCD020561,רפידות בלם קדמיות 3 / CX-30,,,goCORE,בלמים,,75.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-30:2019:2026
2587501,רפידות בלם קדמיות 3 / CX-3,,,TEXTAR,בלמים,,40.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019; מאזדה:CX-3:2015:2026
1569.02,רפידות בלם קדמיות 3,,,REMSA,בלמים,,27.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2013:2019
P 83 171,רפידות בלם קדמיות C-HR,,,BREMBO,בלמים,,54.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:C-HR:2016:2026
402B1455,רפידות בלם קדמיות C-HR,,,RIDEX,בלמים,,17.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:C-HR:2016:2026
402B1013,רפידות בלם קדמיות RAV4,,,RIDEX,בלמים,,20.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:RAV4:2013:2018
402B1013P,רפידות בלם קדמיות RAV4,,,RIDEX PLUS,בלמים,,52.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:RAV4:2013:2018
2445201,רפידות בלם קדמיות RAV4,,,TEXTAR,בלמים,,54.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
577980,מגב RAV4 / CEED / CX-30 / MAZDA 3,,,VALEO,מגבים,,23.99,,GBP,1,,,,,,,,wiper_blade,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4::; קיה:CEED::; מאזדה:CX-30::; מאזדה:MAZDA 3::
578571,מגב RAV4,,,VALEO,מגבים,,8.99,,GBP,1,,,,,,,,wiper_blade,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4::
3 397 010 270,מגב PICANTO,,,BOSCH,מגבים,,16.99,,GBP,1,,,,,,,,wiper_blade,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO::
3 397 007 504,מגב PICANTO,,,BOSCH,מגבים,,21.49,,GBP,1,,,,,,,,wiper_blade,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO::
424I0021,מסנן מזגן COROLLA / YARIS / RAV4 / AURIS,,,RIDEX,מסננים,,4.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018; טויוטה:AURIS:2012:2019; טויוטה:PRIUS:2015:2022
424I0021P,מסנן מזגן COROLLA / YARIS / RAV4 / AURIS,,,RIDEX PLUS,מסננים,,6.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018; טויוטה:AURIS:2012:2019; טויוטה:PRIUS:2015:2022
424I0501P,מסנן מזגן COROLLA / YARIS / RAV4,,,RIDEX PLUS,מסננים,,14.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
424I0231P,מסנן מזגן COROLLA / YARIS / RAV4 / AURIS,,,RIDEX PLUS,מסננים,,11.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018; טויוטה:AURIS:2012:2019; טויוטה:PRIUS:2015:2022
1 987 432 190,מסנן מזגן COROLLA,,,BOSCH,מסננים,,11.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
CU 1919,מסנן מזגן COROLLA / YARIS / RAV4 / PRIUS,,,MANN-FILTER,מסננים,,11.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018; טויוטה:PRIUS:2015:2022
CUK 1919,מסנן מזגן COROLLA / YARIS / RAV4 / PRIUS,,,MANN-FILTER,מסננים,,19.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018; טויוטה:PRIUS:2015:2022
ADT32514,מסנן מזגן COROLLA / YARIS / RAV4,,,BLUE PRINT,מסננים,,4.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
27465,מסנן מזגן COROLLA / YARIS / RAV4,,,FEBI BILSTEIN,מסננים,,6.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
0 986 628 623,מסנן מזגן COROLLA,,,BOSCH,מסננים,,33.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
184431,מסנן מזגן COROLLA / YARIS / RAV4 / AURIS,,,FEBI BILSTEIN,מסננים,,6.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018; טויוטה:AURIS:2012:2019
ADT32522,מסנן מזגן COROLLA / YARIS / RAV4 / AURIS,,,BLUE PRINT,מסננים,,7.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018; טויוטה:AURIS:2012:2019
LA 395,מסנן מזגן COROLLA / YARIS / RAV4,,,MAHLE,מסננים,,9.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
1 987 435 557,מסנן מזגן COROLLA,,,BOSCH,מסננים,,15.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
715620,מסנן מזגן COROLLA / RAV4,,,VALEO,מסננים,,7.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
6080072,מסנן מזגן COROLLA,,,KAMOKA,מסננים,,11.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
8A0190P,מסנן אוויר COROLLA,,,RIDEX PLUS,מסננים,,9.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
C 24 005,מסנן אוויר COROLLA / RAV4,,,MANN-FILTER,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
F 026 400 114,מסנן אוויר COROLLA,,,BOSCH,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
184179,מסנן אוויר COROLLA / RAV4,,,FEBI BILSTEIN,מסננים,,5.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
ADT322100,מסנן אוויר COROLLA / RAV4,,,BLUE PRINT,מסננים,,5.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
AP 160/1,מסנן אוויר COROLLA / RAV4,,,FILTRON,מסננים,,8.59,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
30-12 321 0008,מסנן אוויר COROLLA,,,MEYLE,מסננים,,9.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
LX 2792,מסנן אוויר COROLLA / RAV4,,,MAHLE,מסננים,,12.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
FA-261S,מסנן אוויר COROLLA / RAV4,,,JAPANPARTS,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
E895L,מסנן אוויר COROLLA / RAV4,,,HENGST FILTER,מסננים,,11.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
QFA0525,מסנן אוויר COROLLA / RAV4,,,QUINTON HAZELL,מסננים,,9.59,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
CAF100940P,מסנן אוויר COROLLA / RAV4,,,CHAMPION,מסננים,,7.29,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
A1262,מסנן אוויר COROLLA / RAV4,,,PURFLUX,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
20-02-261,מסנן אוויר COROLLA / RAV4,,,ASHIKA,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
30.554.00,מסנן אוויר COROLLA / RAV4,,,UFI,מסננים,,8.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
7O0089,מסנן שמן COROLLA / YARIS / RAV4,,,RIDEX,מסננים,,3.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
7O0146,מסנן שמן COROLLA / YARIS,,,RIDEX,מסננים,,4.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020
7O0089P,מסנן שמן COROLLA / YARIS / RAV4,,,RIDEX PLUS,מסננים,,5.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
HU 6006 z,מסנן שמן COROLLA / YARIS,,,MANN-FILTER,מסננים,,8.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020
F 026 407 091,מסנן שמן COROLLA / YARIS,,,BOSCH,מסננים,,9.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020
184419,מסנן שמן COROLLA / YARIS / C-HR / RAV4,,,FEBI BILSTEIN,מסננים,,4.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:C-HR:2016:2026; טויוטה:RAV4:2013:2018; טויוטה:PRIUS:2015:2022
ADD62109,מסנן שמן COROLLA / YARIS / C-HR / RAV4,,,BLUE PRINT,מסננים,,4.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:C-HR:2016:2026; טויוטה:RAV4:2013:2018; טויוטה:PRIUS:2015:2022
E210H D228,מסנן שמן COROLLA / C-HR / RAV4 / PRIUS,,,HENGST FILTER,מסננים,,4.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:C-HR:2016:2026; טויוטה:RAV4:2013:2018; טויוטה:PRIUS:2015:2022
OX 416D1,מסנן שמן COROLLA / RAV4,,,MAHLE,מסננים,,7.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
L419,מסנן שמן COROLLA / RAV4,,,PURFLUX,מסננים,,6.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:RAV4:2013:2018
586581,מסנן שמן COROLLA / YARIS / RAV4,,,VALEO,מסננים,,4.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
E210H D226,מסנן שמן COROLLA / YARIS,,,HENGST FILTER,מסננים,,6.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020
OX 416D2,מסנן שמן YARIS,,,MAHLE,מסננים,,7.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
586583,מסנן שמן YARIS,,,VALEO,מסננים,,4.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
QFL0004,מסנן שמן YARIS,,,QUINTON HAZELL,מסננים,,5.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
F 026 407 397,מסנן שמן YARIS,,,BOSCH,מסננים,,6.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
30-14 322 0010,מסנן שמן YARIS,,,MEYLE,מסננים,,6.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
CO0114,מסנן שמן YARIS,,,Castrol filters,מסננים,,6.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
26-0889,מסנן שמן YARIS,,,MAXGEAR,מסננים,,8.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
OE 685/3,מסנן שמן YARIS,,,FILTRON,מסננים,,4.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
A70-0500,מסנן שמן YARIS,,,ACKOJA,מסננים,,7.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
C 2513,מסנן אוויר YARIS,,,MANN-FILTER,מסננים,,9.59,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
1 457 433 972,מסנן אוויר YARIS,,,BOSCH,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
27271,מסנן אוויר YARIS,,,FEBI BILSTEIN,מסננים,,5.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
ADT32262,מסנן אוויר YARIS,,,BLUE PRINT,מסננים,,6.29,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
LX 1002,מסנן אוויר YARIS,,,MAHLE,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
CAF100811P,מסנן אוויר YARIS,,,CHAMPION,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
30-12 321 0015,מסנן אוויר YARIS,,,MEYLE,מסננים,,8.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
E641L,מסנן אוויר YARIS,,,HENGST FILTER,מסננים,,9.29,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
A1107,מסנן אוויר YARIS,,,PURFLUX,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
CA0135,מסנן אוויר YARIS,,,Castrol filters,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
30.176.00,מסנן אוויר YARIS,,,UFI,מסננים,,7.29,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
J1322077,מסנן אוויר YARIS,,,HERTH+BUSS JAKOPARTS,מסננים,,11.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
FA-286S,מסנן אוויר YARIS,,,JAPANPARTS,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
AP 142/2,מסנן אוויר YARIS,,,FILTRON,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
82B0076P,דיסק בלם קדמי YARIS,,,RIDEX PLUS,בלמים,,32.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
09.A913.11,דיסק בלם קדמי YARIS,,,BREMBO,בלמים,,42.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
24.0122-0240.1,דיסק בלם קדמי YARIS,,,ATE,בלמים,,44.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
108380,דיסק בלם קדמי YARIS,,,FEBI BILSTEIN,בלמים,,29.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
09.A913.14,דיסק בלם קדמי YARIS,,,BREMBO,בלמים,,37.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
ADT343205,דיסק בלם קדמי YARIS,,,BLUE PRINT,בלמים,,28.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
0 986 479 C06,דיסק בלם קדמי YARIS,,,BOSCH,בלמים,,28.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
DF4842,דיסק בלם קדמי YARIS,,,TRW,בלמים,,33.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
ADT343269,דיסק בלם קדמי YARIS,,,BLUE PRINT,בלמים,,28.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
562421JC,דיסק בלם קדמי YARIS,,,JURID,בלמים,,27.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
686S0086,מצת COROLLA / YARIS / C-HR / MAZDA 3,,,RIDEX,הצתה,,6.29,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:C-HR:2016:2026; מאזדה:MAZDA 3:2019:2026; טויוטה:RAV4:2013:2018; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 2:2014:2026
SC16HR11,מצת COROLLA,,,DENSO,הצתה,,17.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
IXEH22TT,מצת COROLLA / CX-5 / CX-3 / MAZDA 6,,,DENSO,הצתה,,16.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; מאזדה:CX-5:2017:2026; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 6:2012:2026; מאזדה:MAZDA 2:2014:2026
IXEH20TT,מצת COROLLA / C-HR / RAV4 / PRIUS,,,DENSO,הצתה,,16.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:C-HR:2016:2026; טויוטה:RAV4:2018:2026; טויוטה:PRIUS:2015:2022; טויוטה:CAMRY:2018:2026
0 242 129 529,מצת COROLLA / YARIS,,,BOSCH,הצתה,,14.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020
5989,מצת COROLLA / YARIS / RAV4,,,NGK,הצתה,,19.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018
1654,מצת COROLLA / YARIS / CX-3 / MAZDA 2,,,NGK,הצתה,,24.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; מאזדה:CX-3:2015:2026; מאזדה:MAZDA 2:2014:2026
CCH9412,מצת COROLLA / YARIS / RAV4 / AURIS,,,CHAMPION,הצתה,,10.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019; טויוטה:YARIS:2012:2020; טויוטה:RAV4:2013:2018; טויוטה:AURIS:2012:2019
